"fy_ef","org_id","org_name","vote_and_statutory","description","authorities","expenditures" 
2018,303,"Senate",1,"Operating/Program",74151222.00,63714122.00
2018,303,"Senate","S","Contributions to employee benefit plans",7310300.00,7310300.00
2018,303,"Senate","S","Officers and Members of the Senate - Salaries, allowances and other payments to the Speaker of the Senate, Members and other officers of the Senate under the Parliament of Canada Act; contributions to the Members of Parliament Retiring Allowances Account and Members of Parliament Retirement Compensation Arrangements Account",25065709.00,25065709.00
2018,305,"Shared Services Canada",1,"Operating/Program",1644414492.00,1494788035.00
2018,305,"Shared Services Canada",5,"Capital",319784457.00,261813446.00
2018,305,"Shared Services Canada","S","Contributions to employee benefit plans",87115879.00,87115879.00
2018,305,"Shared Services Canada","S","Pensions and other employee benefits - Members of Royal Canadian Mounted Police",4089021.00,4089021.00
2018,305,"Shared Services Canada","S","Refunds of amounts credited to revenues in previous years",103.00,103.00
2018,305,"Shared Services Canada","S","Spending of proceeds from the disposal of surplus Crown assets",2579.00,2579.00
2018,306,"Social Sciences and Humanities Research Council",1,"Operating/Program",33774551.00,31886338.00
2018,306,"Social Sciences and Humanities Research Council",5,"Grants & Contributions",841846999.00,837621471.00
2018,306,"Social Sciences and Humanities Research Council","S","Contributions to employee benefit plans",3363820.00,3363820.00
2018,306,"Social Sciences and Humanities Research Council","S","Spending of Revenues pursuant to subsection 4.2 of the Social Sciences and Humanities Research Council Act",258199.00,258199.00
2018,312,"Standards Council of Canada",1,"Payments to Crown Corps",17973672.00,17973672.00
2018,313,"Statistics Canada",1,"Operating/Program",466034786.00,438121532.00
2018,313,"Statistics Canada","S","Contributions to employee benefit plans",69609829.00,69609829.00
2018,313,"Statistics Canada","S","Spending of proceeds from the disposal of surplus Crown assets",12729.00,12729.00
2018,315,"Telefilm Canada",1,"Payments to Crown Corps",101898978.00,101898978.00
2018,326,"Treasury Board Secretariat",1,"Operating/Program",298698721.00,279801932.00
2018,326,"Treasury Board Secretariat",10,"Treasury Board Central",209653633.00,0.00
2018,326,"Treasury Board Secretariat",15,"Treasury Board Central",0.00,0.00
2018,326,"Treasury Board Secretariat",20,"Treasury Board Central",2952919397.00,2739639374.00
2018,326,"Treasury Board Secretariat",25,"Treasury Board Central",317905008.00,0.00
2018,326,"Treasury Board Secretariat",30,"Treasury Board Central",496255966.00,0.00
2018,326,"Treasury Board Secretariat",35,"Treasury Board Central",62740984.00,0.00
2018,326,"Treasury Board Secretariat",40,"Treasury Board Central",2098921948.00,0.00
2018,326,"Treasury Board Secretariat",5,"Treasury Board Central",620803211.00,0.00
2018,326,"Treasury Board Secretariat","S","Contributions to employee benefit plans",29332793.00,29332793.00
2018,326,"Treasury Board Secretariat","S","Employer contributions made under the Public Service Superannuation Act and other retirement acts and the Employment Insurance Act",3107000000.00,3107000000.00
2018,326,"Treasury Board Secretariat","S","Payments under the Public Service Pension Adjustment Act",7706.00,7706.00
2018,326,"Treasury Board Secretariat","S","Salary and Motor Car Allowance",75640.00,75640.00
2018,326,"Treasury Board Secretariat","S","Spending of proceeds from the disposal of surplus Crown assets",404.00,
2018,333,"Veterans Review and Appeal Board",1,"Operating/Program",10170713.00,8816668.00
2018,333,"Veterans Review and Appeal Board","S","Contributions to employee benefit plans",1089432.00,1089432.00
2018,334,"VIA Rail Canada Inc.",1,"Payments to Crown Corps",644870998.00,496246801.00
2018,339,"Windsor-Detroit Bridge Authority",1,"Payments to Crown Corps",479598047.00,330500000.00
2018,345,"Secretariat of the National Security and Intelligence Committee of Parliamentarians",1,"Operating/Program",6572965.00,3487129.00
2018,345,"Secretariat of the National Security and Intelligence Committee of Parliamentarians","S","Contributions to employee benefit plans",145143.00,145143.00
2018,346,"Office of the Parliamentary Budget Officer",1,"Operating/Program",6983524.00,5046675.00
2018,346,"Office of the Parliamentary Budget Officer","S","Contributions to employee benefit plans",384730.00,384730.00
2018,347,"Invest in Canada Hub",1,"Operating/Program",22758599.00,10718935.00
2018,348,"Department of Indigenous Services",1,"Operating/Program",1894996163.00,1740473629.00
2018,348,"Department of Indigenous Services",10,"Grants & Contributions",9860450633.00,9758542662.00
2018,348,"Department of Indigenous Services",5,"Capital",8562632.00,6554077.00
2018,348,"Department of Indigenous Services","S","Contributions related to the Canada Community-Building Fund (Keeping Canada's Economy and Jobs Growing Act)",29403625.00,29403625.00
2018,348,"Department of Indigenous Services","S","Contributions to employee benefit plans",51806530.00,51806530.00
2018,348,"Department of Indigenous Services","S","Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development",74614.00,74614.00
2018,348,"Department of Indigenous Services","S","Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000). Change in Ministry responsibility (Indian Affairs and Northern Development)",32490796.00,
2018,348,"Department of Indigenous Services","S","Salary and Motor Car Allowance",1855.00,1855.00
2018,348,"Department of Indigenous Services","S","Spending of proceeds from the disposal of surplus Crown assets",550383.00,160467.00
2018,350,"Leaders' Debates Commission",1,"Operating/Program",257949.00,127247.00
2018,350,"Leaders' Debates Commission","S","Contributions to employee benefit plans",14546.00,14546.00
2018,539,"Administrative Tribunals Support Service of Canada",1,"Operating/Program",62104025.00,60752469.00
2018,539,"Administrative Tribunals Support Service of Canada","S","Contributions to employee benefit plans",8778521.00,8778521.00
2018,539,"Administrative Tribunals Support Service of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",2658.00,
2018,552,"Canadian High Arctic Research Station",1,"Operating/Program",26972600.00,23700220.00
2018,552,"Canadian High Arctic Research Station","S","Contributions to employee benefit plans",956451.00,956451.00
2018,554,"Parliamentary Protective Service",1,"Operating/Program",83791418.00,77484796.00
2018,554,"Parliamentary Protective Service","S","Contributions to employee benefit plans",6359742.00,6359742.00
2019,1,"Department of Agriculture and Agri-Food",1,"Operating/Program",610571958.00,595526363.00
2019,1,"Department of Agriculture and Agri-Food",10,"Grants & Contributions",477341293.00,439053063.00
2019,1,"Department of Agriculture and Agri-Food",15,"Budget Implementation Vote",17486092.00,0.00
2019,1,"Department of Agriculture and Agri-Food",5,"Capital",63036237.00,46211510.00
2019,1,"Department of Agriculture and Agri-Food","S","Canadian Pari-Mutuel Agency Revolving Fund",12002731.00,225726.00
2019,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the AgriInsurance program",666672139.00,666672139.00
2019,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the Agricultural Disaster Relief program and AgriRecovery",9418344.00,9418344.00
2019,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative",-25677.00,-25677.00
2019,1,"Department of Agriculture and Agri-Food","S","Contributions in support of the Assistance to the Pork Industry Initiative",-12550015.00,-12550015.00
2019,1,"Department of Agriculture and Agri-Food","S","Contributions to employee benefit plans",63840104.00,63840104.00
2019,1,"Department of Agriculture and Agri-Food","S","Grant and Contribution Payments for the AgriInvest Program",157681662.00,157681662.00
2019,1,"Department of Agriculture and Agri-Food","S","Grant and Contribution Payments for the AgriStability Program",194832517.00,194832517.00
2019,1,"Department of Agriculture and Agri-Food","S","Grant payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative",-19721.00,-19721.00
2019,1,"Department of Agriculture and Agri-Food","S","Grant payments for the Dairy Direct Payment Program (Farm Income Protection Act)",338634953.00,338634953.00
2019,1,"Department of Agriculture and Agri-Food","S","Grants in support of the Grain and Oilseed Payment program",-739.00,-739.00
2019,1,"Department of Agriculture and Agri-Food","S","Grants to agencies established under the Farm Products Agencies Act",600000.00,
2019,1,"Department of Agriculture and Agri-Food","S","Loan guarantees under the Canadian Agricultural Loans Act",786556.00,786556.00
2019,1,"Department of Agriculture and Agri-Food","S","Payments in connection with the Agricultural Marketing Programs Act (S.C., 1997, c. C-34)",62650051.00,62650051.00
2019,1,"Department of Agriculture and Agri-Food","S","Refunds of amounts credited to revenues in previous years",13081.00,13081.00
2019,1,"Department of Agriculture and Agri-Food","S","Salary and Motor Car Allowance",87500.00,87500.00
2019,1,"Department of Agriculture and Agri-Food","S","Spending of proceeds from the disposal of surplus Crown assets",9457497.00,4893106.00
